param m := 100;

param n := 100;


param fixo := 200 ;

param CAP := 20;

param matrix :	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	:=
3	0	3	4	0	0	5	0	2	2	5	3	0	5	0	1	4	5	4	0	2	4	3	0	4	5	2	5	6	0	4	0	0	2	4	5	0	0	0	0	2	0	2	0	5	5	5	0	6	4	0	0	0	0	0	0	2	0	4	5	1	5	2	4	5	4	4	0	3	2	0	0	4	6	6	4	5	0	0	3	4	2	3	0	2	5	6	4	4	3	3	4	2	1	0	0	1	0	0	3	2	
4	4	0	0	0	3	4	6	6	5	4	5	1	6	2	0	0	0	3	3	3	0	4	2	2	0	6	0	3	4	3	5	0	0	4	2	1	4	3	4	0	0	5	5	2	3	2	5	0	0	2	1	0	0	5	0	0	0	5	3	4	0	3	1	0	3	4	4	0	0	2	5	4	2	6	2	0	1	2	4	5	6	0	2	6	3	5	3	4	3	6	2	6	1	4	0	4	2	0	4	0	
5	5	0	4	4	6	3	2	0	3	2	6	6	3	1	4	3	4	1	0	5	6	0	6	4	0	2	4	2	0	0	6	5	4	0	2	3	3	5	6	5	2	0	6	4	4	2	3	1	2	4	5	0	1	4	5	5	4	3	6	4	4	6	5	0	5	5	1	4	6	1	1	2	5	4	0	0	4	4	0	2	4	3	6	0	2	3	3	5	5	3	4	0	4	1	0	2	2	0	0	0	
6	6	5	5	3	0	0	3	2	0	0	1	3	4	0	3	1	2	4	2	4	5	5	1	2	2	5	1	2	3	2	3	0	6	0	5	2	2	5	4	3	4	0	4	4	0	3	5	0	2	4	0	0	4	5	0	4	5	1	5	4	0	0	0	3	1	0	5	5	0	0	0	2	5	4	5	0	3	5	5	5	2	6	2	2	4	2	0	5	0	0	5	5	6	2	2	4	3	5	6	1	
7	2	4	3	2	5	5	0	0	2	3	4	1	1	3	0	0	0	2	5	0	4	5	0	2	3	1	2	1	5	3	3	2	3	0	1	0	6	3	3	3	3	6	6	0	0	4	5	5	1	0	4	5	6	2	4	3	0	3	4	3	4	1	1	0	2	6	2	5	2	2	0	1	1	3	5	6	5	3	0	0	5	1	6	1	2	1	0	0	0	5	4	4	5	0	4	0	0	6	2	4	
8	0	5	3	0	4	0	3	0	2	4	3	5	3	0	4	2	0	0	1	3	1	0	6	6	3	3	6	6	4	4	6	0	3	0	0	2	0	2	0	0	1	0	2	2	2	6	5	0	6	3	5	4	1	4	2	0	4	6	4	4	0	4	4	0	0	4	4	5	5	3	5	4	3	0	6	5	4	0	1	0	2	2	6	2	4	0	0	2	4	5	3	5	0	5	6	2	0	0	1	2	
9	0	5	5	1	2	5	0	4	4	2	0	5	6	2	5	1	1	0	1	0	1	6	2	0	4	4	5	2	3	4	5	2	0	0	3	2	6	3	6	5	5	1	4	1	6	6	5	4	0	0	3	6	4	0	5	0	0	4	5	0	2	0	3	3	2	5	4	5	0	0	4	0	2	5	5	0	0	0	1	3	4	3	4	0	4	3	2	5	1	2	3	2	0	5	5	5	3	0	2	3	
10	0	6	4	3	4	3	4	4	4	4	4	0	0	0	1	5	5	5	2	0	0	2	0	0	0	4	4	0	5	0	0	3	3	2	4	5	0	3	2	5	1	5	4	1	4	0	2	0	0	3	0	2	2	6	5	3	4	4	3	0	4	0	3	0	4	0	6	0	0	5	0	4	4	2	1	2	4	0	0	3	3	0	3	5	1	0	2	4	0	3	4	0	5	2	0	5	2	3	1	0	
11	0	4	0	0	0	2	6	5	4	0	1	0	0	0	4	2	5	6	1	3	6	0	3	0	3	2	3	4	1	3	0	0	0	2	1	0	6	5	3	6	5	0	5	2	6	0	4	0	0	5	5	0	0	4	0	1	1	2	4	5	4	1	0	5	6	1	3	0	4	1	0	2	3	3	5	0	5	1	5	2	4	3	4	2	0	6	0	6	4	3	4	4	2	0	6	1	3	5	2	4	
12	6	4	0	0	0	5	3	0	6	0	0	0	3	5	5	0	2	0	0	4	3	3	0	4	0	2	1	5	2	0	5	0	6	6	2	4	3	0	5	0	4	0	1	6	3	2	4	5	0	2	0	5	3	0	0	4	0	3	0	0	2	5	5	2	3	3	3	2	3	4	5	5	2	5	4	3	5	3	0	0	5	4	0	2	0	1	4	3	5	0	0	0	0	3	0	5	0	5	4	4	
13	2	0	4	0	5	0	0	0	4	4	3	1	3	5	1	4	3	5	4	4	0	0	0	0	2	0	6	4	0	4	6	0	3	0	0	5	3	0	3	4	0	1	4	3	3	0	0	2	0	6	2	3	5	5	2	2	2	1	5	2	0	4	6	0	0	3	0	0	6	3	2	5	5	0	5	2	0	4	3	2	3	1	4	5	0	1	0	1	2	0	0	5	6	4	2	4	4	1	6	0	
14	0	5	3	6	6	0	0	2	6	0	1	0	2	2	3	0	0	0	2	4	6	3	2	5	0	5	5	2	3	4	1	0	6	5	0	2	5	6	0	6	0	1	0	3	0	6	5	0	4	3	2	5	0	3	0	0	4	5	1	0	3	6	0	0	0	2	0	0	0	4	3	0	0	0	3	4	0	0	4	0	0	4	4	4	0	3	1	1	5	2	1	5	5	3	0	3	3	5	0	3	
15	3	2	3	5	6	1	4	3	4	4	5	6	6	2	0	3	6	6	2	2	3	0	0	1	0	5	0	3	4	4	0	2	3	4	0	0	4	0	2	3	0	1	4	5	3	3	4	4	0	2	0	3	4	0	2	2	0	3	4	5	3	0	2	6	1	2	6	1	5	0	2	4	0	4	4	4	1	5	0	3	1	5	6	5	0	2	4	0	0	5	0	4	3	3	0	0	1	1	3	0	
16	3	2	3	3	5	5	5	1	3	0	0	5	4	0	2	1	5	6	2	5	4	4	5	3	3	4	6	5	2	2	2	3	5	0	5	2	1	0	3	2	2	0	3	4	3	0	5	0	5	0	2	0	2	4	3	4	3	2	0	5	0	3	0	2	0	0	2	6	0	4	0	2	3	5	4	4	4	5	4	5	0	5	4	4	0	2	2	0	6	0	0	0	3	1	0	3	5	6	0	1	
17	0	5	5	5	0	0	1	3	3	4	2	0	5	2	4	3	4	3	0	1	0	1	0	4	4	0	0	5	3	0	5	4	2	2	2	0	6	0	6	5	4	3	0	2	3	0	3	3	5	0	0	0	0	0	4	1	6	4	5	0	3	3	6	3	3	2	3	2	0	2	3	2	3	0	2	4	1	0	0	0	0	0	2	4	2	0	4	4	1	0	3	2	4	4	0	5	1	3	6	0	
18	2	4	0	1	5	0	4	2	0	0	0	4	0	0	0	2	0	1	0	3	0	3	1	2	2	2	0	3	3	3	6	2	0	0	0	5	4	0	2	4	0	3	6	1	0	2	3	0	0	3	0	2	5	4	2	3	6	2	1	0	5	3	0	6	1	0	0	3	1	1	0	1	1	4	0	5	5	5	5	4	0	5	0	0	6	3	4	2	3	5	3	4	2	4	5	0	1	6	0	2	
19	6	1	1	3	1	0	0	5	4	2	3	0	3	0	3	3	5	2	5	1	0	0	6	2	2	2	4	0	2	1	3	4	6	1	4	0	4	5	0	3	5	0	1	5	0	3	0	4	0	4	0	4	0	5	2	0	2	0	2	4	1	0	0	4	3	4	3	3	4	1	0	0	3	4	3	3	0	2	0	1	5	0	5	3	6	0	3	0	2	5	3	0	5	0	4	0	2	3	1	6	
20	6	5	3	0	6	1	0	2	5	0	0	0	1	0	6	5	2	0	0	3	2	4	1	5	3	3	0	0	5	5	1	6	2	2	5	0	1	5	5	1	4	3	4	0	2	0	5	3	2	3	0	0	4	0	1	6	4	0	0	5	4	0	0	0	3	2	4	6	2	0	0	3	0	2	3	3	4	5	1	2	2	1	6	0	2	4	4	0	5	0	0	2	0	0	5	5	3	0	0	0	
21	5	1	1	6	6	5	5	2	5	6	6	4	4	3	4	3	3	1	3	2	1	3	0	0	0	0	0	3	2	1	5	5	1	4	1	4	4	0	4	5	2	4	5	1	5	4	6	5	3	3	0	4	0	0	4	0	0	4	4	3	1	0	2	3	5	0	5	4	5	4	0	5	2	3	2	3	3	0	0	2	3	0	2	5	3	0	0	5	0	0	5	1	0	1	5	5	0	0	0	0	
22	0	6	4	0	3	0	5	5	0	2	3	0	2	3	5	3	6	2	5	4	5	3	1	4	2	1	5	3	2	3	1	0	0	5	4	2	0	0	1	4	4	0	4	4	6	2	2	3	4	1	0	0	0	0	3	5	2	4	2	5	5	0	0	2	6	4	2	0	0	4	3	1	0	0	0	4	5	3	3	2	5	0	0	4	5	2	0	1	3	2	2	1	1	6	5	1	4	3	0	2	
23	5	2	5	3	0	2	0	0	2	5	3	2	0	0	5	4	0	1	1	0	6	3	3	5	3	0	0	0	3	5	1	0	0	4	2	0	0	1	0	0	2	2	5	1	5	0	5	4	0	3	2	0	6	0	0	2	6	2	4	0	4	3	3	6	0	6	5	4	0	1	0	2	6	5	5	0	2	0	2	4	2	2	3	5	6	0	3	0	1	5	3	6	0	0	4	5	3	2	5	4	
24	6	0	4	5	5	0	3	5	5	4	3	2	1	5	4	0	4	3	0	3	5	0	0	3	0	0	0	0	6	4	5	0	0	0	2	3	0	4	6	6	3	5	0	5	5	4	4	0	3	4	0	5	0	3	2	0	0	5	0	0	3	2	0	2	0	2	2	3	4	6	0	1	3	0	0	0	4	4	3	4	2	2	5	5	4	0	5	0	0	0	5	3	3	5	5	4	3	4	5	4	
25	0	0	4	0	1	0	4	4	3	0	0	0	3	0	0	4	5	0	3	5	4	2	5	2	4	5	1	5	6	2	2	0	3	4	5	5	3	0	3	4	2	3	2	5	0	4	0	5	2	5	6	6	0	1	0	2	0	0	4	2	0	4	0	0	4	5	0	6	2	0	0	4	3	0	1	2	0	0	4	4	1	0	4	3	3	0	2	4	0	4	3	5	0	2	4	1	5	2	3	1	
26	3	5	4	5	3	3	1	2	6	3	6	5	3	0	0	2	4	0	5	4	0	1	0	0	5	2	3	4	5	2	1	0	5	5	3	2	0	2	0	4	5	0	2	2	4	6	0	2	5	4	0	6	0	0	2	4	4	3	2	5	0	0	5	0	2	3	3	5	5	1	2	0	5	5	1	3	1	6	0	0	1	5	5	5	0	3	0	0	3	6	2	3	4	2	0	0	2	1	0	4	
27	4	4	5	4	0	4	2	3	2	4	0	3	2	2	0	0	2	0	5	5	4	3	4	4	4	2	2	4	0	4	3	4	4	2	0	0	4	0	0	0	6	2	4	4	0	2	3	5	5	5	0	3	5	6	0	5	4	0	6	1	0	2	6	3	0	5	5	3	3	5	3	0	0	6	0	0	3	0	1	0	3	6	6	4	2	4	2	0	0	2	5	2	2	5	0	4	5	2	1	3	
28	5	2	4	0	6	3	1	2	2	4	0	0	3	0	5	0	5	5	5	2	0	0	1	4	0	6	3	3	5	4	5	1	3	0	5	6	3	4	1	3	6	5	0	2	5	6	0	4	1	6	0	4	4	0	0	1	3	3	3	0	4	0	3	0	4	4	2	3	0	4	2	0	0	2	0	0	6	0	0	3	1	0	0	0	2	3	1	4	6	4	0	0	0	1	2	5	0	2	4	0	
29	4	6	4	1	3	5	5	0	4	0	0	4	0	3	4	0	3	3	1	5	5	3	3	5	0	4	3	0	5	0	4	6	0	4	4	0	0	2	2	4	5	6	6	1	3	0	0	0	0	1	0	4	0	5	0	0	0	0	0	1	1	5	0	0	4	2	5	5	4	3	0	0	0	1	4	6	1	2	2	4	0	0	3	5	0	6	5	2	6	4	6	6	2	0	3	0	4	0	0	5	
30	0	5	4	2	5	0	0	4	0	1	5	0	5	0	2	5	2	0	3	6	0	4	0	4	5	2	0	0	4	1	4	4	0	0	3	2	5	4	0	0	5	5	2	1	1	2	0	5	6	0	5	3	6	2	2	0	4	5	2	6	0	0	5	4	3	2	2	0	0	5	3	4	5	0	0	0	0	4	4	5	3	2	2	3	5	0	2	5	0	5	3	5	4	3	5	5	4	3	1	3	
31	3	3	0	0	0	0	5	0	6	5	0	4	3	3	4	2	3	0	0	3	1	0	2	0	4	5	1	2	4	0	5	0	6	4	0	0	0	0	2	3	0	6	0	1	3	0	0	3	0	0	0	3	0	0	5	0	2	3	0	3	3	0	0	0	3	4	4	5	4	6	2	0	4	0	0	0	0	4	3	0	3	3	1	0	0	0	3	4	1	0	0	0	0	3	0	0	6	4	2	3	
32	0	2	0	0	2	3	5	6	5	0	2	0	5	0	0	3	2	3	5	2	0	5	0	1	2	0	0	0	0	4	0	1	0	0	1	0	0	0	2	4	2	3	4	4	0	0	3	6	5	5	0	0	2	4	1	0	3	0	0	2	2	2	3	5	1	1	2	0	0	2	3	0	2	0	0	3	0	0	0	3	0	0	5	0	0	0	3	0	0	4	6	0	5	1	6	4	4	2	3	0	
33	0	0	5	3	5	1	4	0	0	4	2	0	0	3	2	5	0	2	2	0	0	2	0	4	5	0	4	2	0	3	5	4	3	3	4	0	5	1	1	2	0	6	5	0	5	4	2	0	3	5	6	1	0	2	3	4	2	0	4	0	0	2	3	0	2	3	0	0	0	0	3	3	1	5	5	3	0	0	6	2	0	3	0	5	0	0	6	2	4	6	4	4	0	0	4	0	0	3	5	0	
34	4	0	3	4	0	3	5	0	3	4	3	6	0	1	0	0	3	4	5	0	0	4	2	5	2	2	5	0	4	3	5	0	4	4	4	2	4	1	1	5	4	6	0	3	0	3	0	2	4	2	0	6	1	5	0	1	0	5	2	0	3	0	5	1	4	6	2	3	5	5	4	0	5	0	3	4	4	6	5	1	0	3	0	3	3	1	3	4	2	4	2	5	1	0	5	1	4	4	2	0	
35	6	4	4	4	0	4	0	0	0	4	0	3	4	6	0	0	0	5	3	4	5	0	0	0	3	4	4	0	5	2	0	5	2	0	4	0	0	1	2	0	6	5	4	0	1	0	0	2	2	2	3	5	5	0	0	2	0	0	0	6	0	2	4	4	0	3	5	4	0	1	2	5	0	3	2	6	5	3	4	4	4	2	1	1	4	1	2	6	5	0	5	1	4	4	0	4	3	1	5	3	
36	3	0	4	5	0	0	4	6	6	2	0	1	2	4	3	6	4	0	0	0	4	0	0	3	0	0	0	3	0	0	0	0	1	0	3	3	0	1	3	4	3	5	4	4	2	2	6	0	0	6	4	0	0	5	0	5	3	6	1	2	4	1	0	0	0	2	2	0	0	1	2	0	4	3	2	2	5	5	4	4	1	0	3	1	3	4	3	3	0	0	0	0	1	0	1	6	0	2	3	0	
37	2	6	2	2	4	5	4	3	4	6	3	1	2	3	3	6	0	4	3	0	5	4	5	0	4	0	3	4	5	2	5	0	0	5	0	2	2	4	5	6	0	1	3	4	5	3	0	0	2	4	4	6	0	0	4	5	5	0	2	2	5	3	6	2	1	0	6	5	4	4	1	0	5	3	4	5	3	3	2	3	0	6	6	2	0	5	5	5	4	0	1	2	3	0	1	6	3	3	0	0	
38	0	5	0	3	0	3	5	0	4	1	0	1	5	0	0	3	4	3	5	4	5	4	4	6	1	6	3	0	0	0	4	4	3	0	3	5	6	2	5	0	5	4	2	0	3	4	4	2	2	5	3	2	0	6	0	0	0	4	0	3	0	6	0	0	0	0	4	0	3	0	3	5	3	3	0	5	4	3	0	0	4	3	0	2	4	0	5	2	0	3	6	3	4	4	0	2	5	2	2	5	
39	0	4	6	0	5	1	0	1	5	6	4	4	1	3	0	3	5	0	5	1	5	4	3	4	0	3	5	5	1	0	0	0	2	0	5	4	4	2	2	0	0	4	0	3	5	2	3	4	1	0	4	0	1	0	6	3	4	0	2	0	3	4	5	2	6	5	0	3	0	4	5	6	0	0	1	5	3	0	3	3	0	0	3	0	4	0	5	0	4	1	0	5	4	0	0	0	3	5	0	3	
40	2	4	0	3	3	2	4	0	3	4	4	3	5	1	0	3	5	4	2	4	0	2	0	2	4	5	4	5	5	0	1	5	0	0	4	4	1	1	2	0	0	4	2	1	1	3	0	0	0	2	5	5	4	6	5	4	3	3	3	3	3	4	6	2	4	6	0	4	5	4	2	4	0	1	5	6	0	3	1	2	5	6	3	0	5	0	0	0	0	0	0	3	5	0	3	5	6	3	5	5	
41	1	0	1	0	2	3	2	5	3	2	0	1	0	5	4	6	0	0	4	0	3	2	3	6	5	2	3	0	5	0	3	4	0	5	6	3	5	0	1	1	0	6	2	3	5	1	0	5	0	3	0	1	3	2	4	5	4	6	0	0	4	3	5	2	2	2	2	0	0	6	0	5	1	4	3	0	3	0	3	0	4	0	0	0	3	2	1	6	4	6	0	1	1	4	0	0	5	2	1	4	
42	0	0	0	2	0	3	0	0	4	0	6	0	1	0	1	0	0	0	2	3	5	5	1	0	4	0	2	1	0	0	5	6	4	5	0	1	0	0	6	5	5	3	2	1	0	3	3	0	3	5	6	0	4	2	4	3	5	0	0	5	0	1	1	6	5	3	2	1	3	5	3	0	2	2	2	4	3	3	2	6	3	0	4	6	0	3	3	3	0	6	6	5	4	5	0	4	5	2	4	0	
43	0	0	2	2	2	0	3	4	0	2	2	4	0	3	4	3	2	0	3	6	4	4	0	0	0	1	0	2	3	5	3	0	4	3	2	2	6	5	0	0	0	4	0	1	0	1	0	0	5	1	0	3	5	2	0	0	3	2	5	0	4	3	2	2	2	4	1	0	2	6	4	5	0	2	4	3	6	4	5	2	0	4	2	6	1	4	4	0	2	3	3	4	4	3	4	3	3	4	3	1	
44	5	5	0	0	0	4	2	5	0	4	3	4	6	1	0	3	5	0	0	6	0	3	5	0	4	2	0	4	0	2	2	3	6	2	5	1	3	6	1	5	2	0	3	3	5	4	6	1	0	6	3	0	3	6	0	1	0	6	5	0	1	0	5	1	5	0	0	5	5	0	0	3	5	4	0	3	0	4	0	3	2	1	2	0	2	1	4	1	4	0	0	4	0	1	0	6	6	3	3	5	
45	2	6	1	0	3	4	5	1	6	3	1	2	0	3	4	0	5	4	0	3	0	1	2	6	0	4	4	0	3	1	0	4	6	4	0	0	3	5	6	5	6	0	4	2	0	6	0	0	0	4	0	0	2	3	2	4	5	0	2	5	6	0	0	0	3	0	2	3	6	0	5	4	0	4	0	3	5	0	2	0	0	0	2	3	1	3	5	5	4	4	0	0	3	2	0	2	4	0	0	6	
46	4	2	6	6	1	2	1	5	0	4	5	3	4	2	0	0	3	3	2	3	0	3	0	0	1	0	2	3	0	2	4	4	5	2	3	4	4	5	5	2	0	2	0	2	0	4	4	2	5	1	4	5	5	3	0	2	3	5	4	1	1	4	0	0	5	3	3	2	0	0	3	0	0	2	3	2	0	0	2	0	4	2	5	4	3	0	0	6	5	6	0	0	5	0	0	0	0	0	2	0	
47	4	0	3	3	4	5	0	6	4	4	1	4	4	0	4	0	0	0	3	5	3	3	0	0	6	2	4	0	0	3	2	5	2	0	0	4	0	6	0	6	2	0	0	3	0	3	3	4	5	1	4	0	2	2	0	1	0	0	0	0	0	6	0	0	0	0	5	3	3	4	4	5	2	4	6	0	5	3	4	1	2	5	4	0	0	3	1	0	1	1	0	0	3	4	6	2	5	2	2	2	
48	5	0	1	0	5	1	3	1	3	2	3	0	0	0	0	0	0	6	5	2	6	0	1	0	0	3	1	2	2	5	2	0	6	5	0	0	4	5	3	0	3	0	2	2	0	3	5	5	0	1	6	1	3	2	0	4	0	5	0	0	1	1	0	2	5	4	2	0	4	0	2	0	4	0	5	0	2	0	5	6	3	3	0	3	6	0	4	0	5	0	3	1	0	2	0	3	5	6	5	0	
49	4	0	0	4	5	4	2	4	4	6	3	2	6	0	5	2	4	5	4	5	0	4	2	0	0	5	0	4	0	0	0	2	5	0	0	4	3	0	5	4	6	0	5	0	5	4	0	3	0	4	0	1	2	3	3	0	0	0	0	0	3	4	4	3	0	3	4	0	0	5	5	0	0	4	5	6	2	3	0	4	6	4	0	1	3	0	0	4	6	1	3	2	0	0	0	0	1	2	4	2	
50	3	0	0	0	6	4	4	0	3	5	0	3	3	3	0	0	4	6	4	4	0	2	5	3	1	0	3	1	2	4	0	1	1	0	3	5	0	0	3	2	4	2	6	0	5	0	5	0	0	1	6	6	0	5	2	0	0	0	6	0	1	6	4	1	6	0	0	4	3	5	0	6	0	3	0	1	5	0	4	5	3	1	4	4	0	0	5	2	6	4	0	6	4	3	4	3	1	0	0	2	
51	0	5	4	4	4	3	0	2	3	4	3	0	5	4	6	4	4	0	2	0	0	0	3	4	0	4	6	0	0	3	0	4	2	0	0	4	6	4	1	3	5	0	0	2	4	2	2	4	3	0	2	3	2	3	3	0	0	3	3	0	4	0	0	3	4	0	5	0	2	5	6	0	1	0	0	5	5	3	0	2	2	1	0	0	0	5	2	3	3	6	4	4	4	2	1	5	0	2	6	2	
52	5	2	6	2	1	0	4	1	1	0	3	5	3	3	4	4	0	5	2	2	3	5	6	0	1	4	0	0	2	3	1	0	5	0	0	3	3	0	3	0	3	3	0	2	3	2	0	6	5	0	0	5	4	0	1	6	3	1	0	5	6	0	0	2	0	6	0	6	3	0	6	0	2	5	3	2	0	0	0	0	2	0	5	1	6	0	0	2	0	4	0	2	5	0	0	3	5	2	5	5	
53	5	4	5	0	0	0	3	3	0	2	4	3	0	2	3	3	2	4	1	5	1	0	0	3	6	3	6	5	1	4	5	4	0	2	2	4	5	0	4	2	3	5	5	0	1	3	4	4	0	0	6	3	5	3	6	4	3	2	2	4	0	0	0	2	4	4	0	4	0	0	3	5	4	2	3	5	3	0	0	0	0	1	2	2	1	1	0	5	1	5	2	0	5	5	3	0	0	3	5	0	
54	6	0	5	2	4	6	4	0	4	3	6	5	0	5	0	5	6	4	3	2	6	2	2	5	0	5	6	0	1	0	5	1	2	0	2	0	6	6	3	5	4	0	5	2	1	3	0	5	0	1	2	0	0	3	3	1	4	3	1	3	0	3	6	0	2	3	2	0	4	3	3	1	0	6	3	2	0	2	0	0	2	5	5	1	2	3	5	3	5	1	5	0	0	4	4	0	3	2	2	4	
55	3	0	2	0	6	3	4	4	4	0	2	2	5	5	5	4	1	6	2	3	2	0	3	3	0	3	2	1	0	0	6	4	4	5	5	1	4	0	4	6	0	2	0	6	5	1	0	0	6	5	0	0	4	2	5	0	0	3	1	3	0	0	0	1	4	1	0	2	4	5	3	0	5	1	2	0	3	0	2	5	6	2	0	0	0	4	2	2	3	2	1	2	0	3	0	3	3	2	0	4	
56	2	0	0	0	0	0	4	1	3	5	0	4	1	3	1	0	0	5	2	3	1	5	4	0	2	0	2	4	0	0	2	4	0	2	1	5	0	6	0	3	4	0	3	3	3	5	0	2	0	6	4	6	5	0	3	5	3	3	5	2	2	0	5	2	5	2	0	5	5	0	5	6	3	3	2	5	0	3	3	3	3	5	0	2	4	3	3	2	3	6	5	0	3	3	2	4	0	3	4	3	
57	3	0	4	5	4	4	4	4	5	0	4	4	5	4	2	5	6	2	2	4	0	6	6	4	0	2	2	0	2	3	0	3	4	0	0	5	3	2	0	3	0	1	4	3	4	0	5	0	4	5	1	4	4	5	0	3	0	4	5	0	5	0	0	4	4	5	0	3	3	2	6	6	2	4	0	3	1	0	2	3	3	0	2	3	6	0	2	3	5	5	0	6	2	2	3	0	2	3	4	0	
58	3	5	6	3	0	1	2	0	4	4	2	0	4	2	2	5	4	6	4	0	0	0	0	2	5	4	0	4	6	0	0	0	3	3	0	2	3	5	4	1	4	0	0	6	5	4	0	2	5	0	4	3	0	0	4	5	0	0	5	2	2	2	6	0	4	3	3	5	3	3	0	5	0	5	0	4	0	5	3	0	4	6	0	5	0	1	0	4	3	2	4	1	4	3	2	4	3	0	3	4	
59	4	1	4	6	0	5	5	4	3	6	3	0	0	2	0	3	3	0	2	2	3	4	6	2	4	2	5	0	2	2	3	4	4	5	0	2	0	5	5	0	0	6	3	5	5	0	5	4	2	0	0	6	4	2	0	0	4	0	0	0	4	3	2	5	4	5	0	4	0	4	5	3	0	2	1	1	0	3	0	3	5	0	2	3	3	0	0	2	2	4	5	2	2	0	0	3	0	0	0	0	
60	0	3	0	4	5	2	6	4	4	2	0	4	6	0	0	5	0	6	2	2	1	4	2	0	6	5	1	4	0	5	0	0	4	0	2	0	0	0	0	4	1	2	0	0	2	5	3	5	4	1	4	2	5	4	1	0	6	0	2	3	5	2	0	0	0	0	3	2	6	3	3	1	4	4	2	0	1	1	5	3	0	4	2	0	3	1	0	0	4	0	2	5	2	5	0	0	0	4	6	0	
61	0	3	0	6	2	0	0	0	5	0	6	3	1	0	3	5	0	3	4	0	3	5	5	0	2	4	2	5	3	6	4	3	0	0	2	5	2	0	5	1	0	6	2	0	5	5	4	2	1	0	5	0	0	2	5	3	4	3	6	2	3	4	3	6	0	0	0	5	0	4	1	0	2	3	3	4	3	4	5	2	4	2	2	2	5	6	5	3	3	2	0	3	0	1	0	5	0	3	0	5	
62	4	0	0	4	0	4	5	0	3	2	3	4	4	0	0	5	3	0	0	5	4	0	2	0	2	4	0	1	5	2	5	4	4	0	3	0	4	4	0	0	0	5	1	0	6	6	2	0	0	0	5	0	5	0	5	0	0	0	5	5	2	0	4	5	1	2	3	0	1	0	1	4	4	3	0	4	4	3	0	0	5	4	5	2	4	1	0	0	1	4	0	5	4	4	2	2	0	1	2	2	
63	0	4	0	4	5	5	5	3	3	1	0	0	2	0	0	5	2	3	0	4	2	0	6	1	5	0	4	3	2	0	3	5	0	2	0	0	1	3	4	2	6	0	3	4	3	6	0	4	0	3	0	5	4	3	6	4	3	0	4	2	6	4	3	0	1	0	0	6	3	5	0	5	4	2	0	1	2	0	4	5	5	3	4	1	5	4	3	5	5	4	5	0	1	3	2	2	3	0	0	4	
64	0	3	3	2	0	5	3	0	0	5	0	0	3	4	2	5	4	0	0	1	4	3	0	2	2	1	3	2	3	6	5	5	0	0	5	0	0	0	1	5	1	0	4	5	0	3	2	0	0	5	4	0	3	0	3	3	2	0	4	0	0	3	0	2	4	0	2	2	3	0	0	0	4	2	4	6	5	2	0	1	0	4	0	0	0	2	0	4	3	0	3	0	3	0	1	0	4	0	2	4	
65	0	3	1	6	5	0	5	4	2	2	2	6	3	5	4	0	3	0	0	1	0	1	3	0	3	3	1	6	0	2	5	3	4	6	5	2	3	4	1	5	0	3	5	0	0	0	0	6	3	0	2	0	5	5	1	4	3	2	0	2	0	5	2	6	0	4	3	1	1	4	0	0	3	6	1	6	0	4	0	4	0	2	0	1	5	5	3	2	1	6	0	5	0	0	1	0	0	0	3	5	
66	1	3	0	3	2	0	5	0	3	0	0	0	4	4	2	0	2	0	6	0	4	0	0	3	3	5	5	0	0	4	6	5	5	3	2	6	2	4	1	0	6	5	6	0	6	0	0	3	3	4	1	3	0	4	5	5	2	6	0	0	5	2	5	5	2	2	3	0	2	4	2	3	5	4	0	0	0	2	2	0	3	0	3	3	0	0	2	0	4	0	0	2	0	0	0	2	2	5	4	4	
67	3	4	0	1	0	0	3	3	5	5	0	0	0	0	2	0	4	0	1	1	0	5	6	4	3	0	0	1	2	6	2	6	4	0	4	5	0	5	2	0	0	3	0	6	3	4	3	3	2	0	0	0	0	3	1	0	4	0	2	2	0	2	3	2	2	3	0	3	1	1	0	2	3	0	5	6	0	2	4	0	1	4	0	3	2	0	0	0	0	6	4	3	4	0	4	4	2	5	0	2	
68	5	4	5	2	5	4	0	6	0	6	0	1	5	5	0	4	4	3	0	0	5	0	3	3	0	2	3	2	0	5	0	0	5	5	1	4	6	5	6	6	2	2	0	0	5	4	2	2	3	4	5	2	3	6	4	1	4	0	3	0	0	3	6	6	4	2	5	4	5	5	0	0	3	3	0	5	2	0	2	0	0	5	5	2	4	6	4	6	2	0	3	4	4	0	2	6	0	5	5	5	
69	4	2	6	4	2	0	2	3	6	0	0	0	5	0	2	0	0	0	5	3	2	4	0	2	3	3	6	2	6	3	5	6	0	1	6	0	0	1	3	4	0	5	0	0	0	5	0	4	0	0	0	4	0	4	1	5	4	4	3	0	6	6	3	6	5	6	0	0	4	0	0	4	0	6	6	0	0	0	0	0	2	5	2	0	2	6	2	3	5	2	0	0	3	5	0	4	2	5	6	2	
